Date	matchname	Gender	WinningTeam	Byrun	Bywicket	Overs	Team1	Team2	TossWinner	TossDecision	Venue	MatchId
2022-07-17	ICC Men's Cricket World Cup League 2--910	male	Scotland		8.0	50	Nepal	Scotland	Scotland	field	Titwood, Glasgow	910.0
2022-08-10	ICC Men's Cricket World Cup League 2--911	male	Scotland	64.0		50	Scotland	United Arab Emirates	Scotland	bat	Mannofield Park, Aberdeen	911.0
2022-08-11	ICC Men's Cricket World Cup League 2--912	male	United States of America		1.0	50	United Arab Emirates	United States of America	United Arab Emirates	bat	Mannofield Park, Aberdeen	912.0
2022-08-13	ICC Men's Cricket World Cup League 2--913	male	Scotland		5.0	50	United States of America	Scotland	Scotland	field	Mannofield Park, Aberdeen	913.0
2022-08-14	ICC Men's Cricket World Cup League 2--914	male	Scotland	86.0		50	Scotland	United Arab Emirates	United Arab Emirates	field	Mannofield Park, Aberdeen	914.0
2022-08-17	ICC Men's Cricket World Cup League 2--915	male	United States of America		2.0	50	Scotland	United States of America	United States of America	field	Mannofield Park, Aberdeen	915.0
2022-11-25	India tour of New Zealand--916	male	New Zealand		7.0	50	India	New Zealand	New Zealand	field	Eden Park, Auckland	916.0
2022-11-27	India tour of New Zealand--917	male	no result			50	India	New Zealand	New Zealand	field	Seddon Park, Hamilton	917.0
2022-11-30	India tour of New Zealand--918	male	no result			50	India	New Zealand	New Zealand	field	Hagley Oval, Christchurch	918.0
2022-12-11	Bangladesh Women tour of New Zealand--919	female	New Zealand		8.0	50	Bangladesh	New Zealand	Bangladesh	bat	Basin Reserve, Wellington	919.0
2022-12-14	Bangladesh Women tour of New Zealand--920	female	no result			50	Bangladesh	New Zealand	Bangladesh	bat	McLean Park, Napier	920.0
2022-12-17	Bangladesh Women tour of New Zealand--921	female	no result			50	New Zealand	Bangladesh	Bangladesh	field	Seddon Park, Hamilton	921.0
2023-03-25	Sri Lanka tour of New Zealand--922	male	New Zealand	198.0		50	New Zealand	Sri Lanka	Sri Lanka	field	Eden Park, Auckland	922.0
2023-03-31	Sri Lanka tour of New Zealand--923	male	New Zealand		6.0	50	Sri Lanka	New Zealand	Sri Lanka	bat	Seddon Park, Hamilton	923.0
2022-08-05	Bangladesh tour of Zimbabwe--924	male	Zimbabwe		5.0	50	Bangladesh	Zimbabwe	Zimbabwe	field	Harare Sports Club	924.0
2022-08-07	Bangladesh tour of Zimbabwe--925	male	Zimbabwe		5.0	50	Bangladesh	Zimbabwe	Zimbabwe	field	Harare Sports Club	925.0
2022-08-10	Bangladesh tour of Zimbabwe--926	male	Bangladesh	105.0		50	Bangladesh	Zimbabwe	Zimbabwe	field	Harare Sports Club	926.0
2022-08-18	India tour of Zimbabwe--927	male	India		10.0	50	Zimbabwe	India	India	field	Harare Sports Club	927.0
2022-08-20	India tour of Zimbabwe--928	male	India		5.0	50	Zimbabwe	India	India	field	Harare Sports Club	928.0
2022-08-22	India tour of Zimbabwe--929	male	India	13.0		50	India	Zimbabwe	India	bat	Harare Sports Club	929.0
2022-10-06	South Africa tour of India--930	male	South Africa	9.0		50	South Africa	India	India	field	Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow	930.0
2022-10-09	South Africa tour of India--931	male	India		7.0	50	South Africa	India	South Africa	bat	JSCA International Stadium Complex, Ranchi	931.0
2022-10-11	South Africa tour of India--932	male	India		7.0	50	South Africa	India	India	field	Arun Jaitley Stadium, Delhi	932.0
2022-08-22	Ireland Women tour of Netherlands--933	female	Ireland		5.0	50	Netherlands	Ireland	Ireland	field	VRA Ground, Amstelveen	933.0
2022-08-24	Ireland Women tour of Netherlands--934	female	Ireland	210.0		50	Ireland	Netherlands	Netherlands	field	VRA Ground, Amstelveen	934.0
2022-08-26	Ireland Women tour of Netherlands--935	female	Ireland		8.0	50	Netherlands	Ireland	Netherlands	bat	Sportpark Westvliet, The Hague	935.0
2022-09-11	ICC Men's Cricket World Cup League 2--936	male	no result			50	United States of America	Papua New Guinea	Papua New Guinea	field	Amini Park, Port Moresby	936.0
2022-09-13	ICC Men's Cricket World Cup League 2--937	male	Papua New Guinea	26.0		50	Papua New Guinea	United States of America	United States of America	field	Amini Park, Port Moresby	937.0
2022-09-15	ICC Men's Cricket World Cup League 2--938	male	Namibia	79.0		50	Namibia	United States of America	Namibia	bat	Amini Park, Port Moresby	938.0
2022-09-17	ICC Men's Cricket World Cup League 2--939	male	Namibia	68.0		50	Namibia	United States of America	United States of America	field	Amini Park, Port Moresby	939.0
2022-09-20	ICC Men's Cricket World Cup League 2--940	male	Namibia	167.0		50	Namibia	Papua New Guinea	Namibia	bat	Amini Park, Port Moresby	940.0
2022-09-21	ICC Men's Cricket World Cup League 2--941	male	Namibia	61.0		50	Namibia	Papua New Guinea	Namibia	bat	Amini Park, Port Moresby	941.0
2022-09-19	New Zealand Women tour of West Indies--942	female	New Zealand	5.0		50	West Indies	New Zealand	New Zealand	field	Sir Vivian Richards Stadium, North Sound, Antigua	942.0
2022-09-22	New Zealand Women tour of West Indies--943	female	New Zealand		2.0	50	West Indies	New Zealand	West Indies	bat	Sir Vivian Richards Stadium, North Sound, Antigua	943.0
2022-09-25	New Zealand Women tour of West Indies--944	female	West Indies		4.0	50	New Zealand	West Indies	New Zealand	bat	Sir Vivian Richards Stadium, North Sound, Antigua	944.0
2023-09-08	New Zealand tour of England--945	male	New Zealand		8.0	50	England	New Zealand	New Zealand	field	Sophia Gardens, Cardiff	945.0
2023-09-10	New Zealand tour of England--946	male	England	79.0		50	England	New Zealand	New Zealand	field	The Rose Bowl, Southampton	946.0
2023-09-13	New Zealand tour of England--947	male	England	181.0		50	England	New Zealand	New Zealand	field	Kennington Oval, London	947.0
2023-09-15	New Zealand tour of England--948	male	England	100.0		50	England	New Zealand	England	bat	Lord's, London	948.0
2023-07-12	Women's Ashes--949	female	England		2.0	50	Australia	England	Australia	bat	County Ground, Bristol	949.0
2023-07-16	Women's Ashes--950	female	Australia	3.0		50	Australia	England	England	field	The Rose Bowl, Southampton	950.0
2023-07-18	Women's Ashes--951	female	England	69.0		50	England	Australia	Australia	field	The Cooper Associates County Ground, Taunton	951.0
2023-09-09	Sri Lanka Women tour of England--952	female	England		7.0	50	Sri Lanka	England	England	field	Riverside Ground, Chester-le-Street	952.0
2023-09-12	Sri Lanka Women tour of England--953	female	no result			50	Sri Lanka	England	England	field	County Ground, Northampton	953.0
2023-09-14	Sri Lanka Women tour of England--954	female	England	161.0		50	England	Sri Lanka	Sri Lanka	field	Grace Road, Leicester	954.0
2023-09-23	Ireland tour of England--955	male	England	48.0		50	England	Ireland	Ireland	field	Trent Bridge, Nottingham	955.0
2023-09-26	Ireland tour of England--956	male	no result			50	England	Ireland	Ireland	field	County Ground, Bristol	956.0
2023-01-27	England tour of South Africa--957	male	South Africa	27.0		50	South Africa	England	South Africa	bat	Mangaung Oval, Bloemfontein	957.0
2023-01-29	England tour of South Africa--958	male	South Africa		5.0	50	England	South Africa	South Africa	field	Mangaung Oval, Bloemfontein	958.0
2023-02-01	England tour of South Africa--959	male	England	59.0		50	England	South Africa	South Africa	field	Diamond Oval, Kimberley	959.0
2023-03-18	West Indies tour of South Africa--960	male	West Indies	48.0		50	West Indies	South Africa	West Indies	bat	Buffalo Park, East London	960.0
2023-03-21	West Indies tour of South Africa--961	male	South Africa		4.0	50	West Indies	South Africa	South Africa	field	Senwes Park, Potchefstroom	961.0
2023-03-31	Netherlands tour of South Africa--962	male	South Africa		8.0	50	Netherlands	South Africa	South Africa	field	Willowmoore Park, Benoni	962.0
2023-04-02	Netherlands tour of South Africa--963	male	South Africa	146.0		50	South Africa	Netherlands	Netherlands	field	The Wanderers Stadium, Johannesburg	963.0
2023-01-09	New Zealand tour of Pakistan--964	male	Pakistan		6.0	50	New Zealand	Pakistan	Pakistan	field	National Stadium, Karachi	964.0
2023-01-11	New Zealand tour of Pakistan--965	male	New Zealand	79.0		50	New Zealand	Pakistan	New Zealand	bat	National Stadium, Karachi	965.0
2023-01-13	New Zealand tour of Pakistan--966	male	New Zealand		2.0	50	Pakistan	New Zealand	Pakistan	bat	National Stadium, Karachi	966.0
2023-04-27	New Zealand tour of Pakistan--967	male	Pakistan		5.0	50	New Zealand	Pakistan	Pakistan	field	Rawalpindi Cricket Stadium	967.0
2023-04-29	New Zealand tour of Pakistan--968	male	Pakistan		7.0	50	New Zealand	Pakistan	Pakistan	field	Rawalpindi Cricket Stadium	968.0
2023-05-03	New Zealand tour of Pakistan--969	male	Pakistan	26.0		50	Pakistan	New Zealand	New Zealand	field	National Stadium, Karachi	969.0
2023-05-05	New Zealand tour of Pakistan--970	male	Pakistan	102.0		50	Pakistan	New Zealand	New Zealand	field	National Stadium, Karachi	970.0
2023-05-07	New Zealand tour of Pakistan--971	male	New Zealand	47.0		50	New Zealand	Pakistan	New Zealand	bat	National Stadium, Karachi	971.0
2022-11-25	Afghanistan tour of Sri Lanka--972	male	Afghanistan	60.0		50	Afghanistan	Sri Lanka	Afghanistan	bat	Pallekele International Cricket Stadium	972.0
2022-11-27	Afghanistan tour of Sri Lanka--973	male	no result			50	Afghanistan	Sri Lanka	Afghanistan	bat	Pallekele International Cricket Stadium	973.0
2022-11-30	Afghanistan tour of Sri Lanka--974	male	Sri Lanka		4.0	50	Afghanistan	Sri Lanka	Afghanistan	bat	Pallekele International Cricket Stadium	974.0
2022-12-04	India tour of Bangladesh--975	male	Bangladesh		1.0	50	India	Bangladesh	Bangladesh	field	Shere Bangla National Stadium, Mirpur	975.0
2022-12-07	India tour of Bangladesh--976	male	Bangladesh	5.0		50	Bangladesh	India	Bangladesh	bat	Shere Bangla National Stadium, Mirpur	976.0
2022-12-10	India tour of Bangladesh--977	male	India	227.0		50	India	Bangladesh	Bangladesh	field	Zahur Ahmed Chowdhury Stadium, Chattogram	977.0
2022-11-19	ICC Men's Cricket World Cup League 2--978	male	Namibia		8.0	50	Papua New Guinea	Namibia	Namibia	field	Wanderers Cricket Ground, Windhoek	978.0
2022-11-20	ICC Men's Cricket World Cup League 2--979	male	United States of America	71.0		50	United States of America	Namibia	Namibia	field	Wanderers Cricket Ground, Windhoek	979.0
2022-11-22	ICC Men's Cricket World Cup League 2--980	male	United States of America		6.0	50	Papua New Guinea	United States of America	United States of America	field	Wanderers Cricket Ground, Windhoek	980.0
2022-11-23	ICC Men's Cricket World Cup League 2--981	male	Namibia		3.0	50	Papua New Guinea	Namibia	Papua New Guinea	bat	Wanderers Cricket Ground, Windhoek	981.0
2022-11-25	ICC Men's Cricket World Cup League 2--982	male	United States of America	35.0		50	United States of America	Papua New Guinea	United States of America	bat	Wanderers Cricket Ground, Windhoek	982.0
2022-11-26	ICC Men's Cricket World Cup League 2--983	male	Namibia		6.0	50	United States of America	Namibia	Namibia	field	Wanderers Cricket Ground, Windhoek	983.0
2022-12-01	ICC Men's Cricket World Cup League 2--984	male	Scotland		4.0	50	Namibia	Scotland	Scotland	field	United Cricket Club Ground, Windhoek	984.0
2022-12-02	ICC Men's Cricket World Cup League 2--985	male	no result			50	Nepal	Namibia	Namibia	field	United Cricket Club Ground, Windhoek	985.0
2022-12-04	ICC Men's Cricket World Cup League 2--986	male	Scotland		3.0	50	Nepal	Scotland	Scotland	field	United Cricket Club Ground, Windhoek	986.0
2022-12-05	ICC Men's Cricket World Cup League 2--987	male	Namibia		3.0	50	Scotland	Namibia	Namibia	field	United Cricket Club Ground, Windhoek	987.0
2022-12-07	ICC Men's Cricket World Cup League 2--988	male	Namibia	86.0		50	Namibia	Nepal	Nepal	field	United Cricket Club Ground, Windhoek	988.0
2022-12-08	ICC Men's Cricket World Cup League 2--989	male	Scotland		8.0	50	Nepal	Scotland	Nepal	bat	United Cricket Club Ground, Windhoek	989.0
2022-11-14	United Arab Emirates tour of Nepal--990	male	United Arab Emirates	84.0		50	United Arab Emirates	Nepal	Nepal	field	Tribhuvan University International Cricket Ground, Kirtipur	990.0
2022-11-16	United Arab Emirates tour of Nepal--991	male	Nepal		3.0	50	United Arab Emirates	Nepal	United Arab Emirates	bat	Tribhuvan University International Cricket Ground, Kirtipur	991.0
2022-11-18	United Arab Emirates tour of Nepal--992	male	Nepal		6.0	50	United Arab Emirates	Nepal	Nepal	field	Tribhuvan University International Cricket Ground, Kirtipur	992.0
2022-12-04	England Women tour of West Indies--993	female	England	142.0		50	England	West Indies	West Indies	field	Sir Vivian Richards Stadium, North Sound, Antigua	993.0
2022-12-06	England Women tour of West Indies--994	female	England	142.0		50	England	West Indies	England	bat	Sir Vivian Richards Stadium, North Sound, Antigua	994.0
2022-12-09	England Women tour of West Indies--995	female	England	151.0		50	England	West Indies	England	bat	Sir Vivian Richards Stadium, North Sound, Antigua	995.0
2022-11-20	Netherlands Women tour of Thailand--996	female	Thailand	100.0		50	Thailand	Netherlands	Netherlands	field	Royal Chiangmai Golf Club	996.0
2022-11-22	Netherlands Women tour of Thailand--997	female	Thailand	8.0		50	Thailand	Netherlands	Thailand	bat	Royal Chiangmai Golf Club	997.0
2022-11-24	Netherlands Women tour of Thailand--998	female	Thailand	99.0		50	Thailand	Netherlands	Netherlands	field	Royal Chiangmai Golf Club	998.0
2022-11-26	Netherlands Women tour of Thailand--999	female	Thailand		7.0	50	Netherlands	Thailand	Netherlands	bat	Royal Chiangmai Golf Club	999.0
2023-01-16	Pakistan Women tour of Australia--1000	female	Australia		8.0	50	Pakistan	Australia	Australia	field	Allan Border Field, Brisbane	1000.0
2023-01-18	Pakistan Women tour of Australia--1001	female	Australia		10.0	50	Pakistan	Australia	Pakistan	bat	Allan Border Field, Brisbane	1001.0
2023-01-21	Pakistan Women tour of Australia--1002	female	Australia	101.0		50	Australia	Pakistan	Pakistan	field	North Sydney Oval, Sydney	1002.0
2023-01-18	Ireland tour of Zimbabwe--1003	male	Zimbabwe		3.0	50	Ireland	Zimbabwe	Zimbabwe	field	Harare Sports Club	1003.0
2023-01-21	Ireland tour of Zimbabwe--1004	male	Ireland	46.0		50	Ireland	Zimbabwe	Zimbabwe	field	Harare Sports Club	1004.0
2023-01-23	Ireland tour of Zimbabwe--1005	male	no result			50	Zimbabwe	Ireland	Zimbabwe	bat	Harare Sports Club	1005.0
2023-01-10	Sri Lanka tour of India--1006	male	India	67.0		50	India	Sri Lanka	Sri Lanka	field	Barsapara Cricket Stadium, Guwahati	1006.0
2023-01-12	Sri Lanka tour of India--1007	male	India		4.0	50	Sri Lanka	India	Sri Lanka	bat	Eden Gardens, Kolkata	1007.0
2023-01-15	Sri Lanka tour of India--1008	male	India	317.0		50	India	Sri Lanka	India	bat	Greenfield International Stadium, Thiruvananthapuram	1008.0
2023-01-18	New Zealand tour of India--1009	male	India	12.0		50	India	New Zealand	India	bat	Rajiv Gandhi International Stadium, Uppal, Hyderabad	1009.0
2023-01-21	New Zealand tour of India--1010	male	India		8.0	50	New Zealand	India	India	field	Shaheed Veer Narayan Singh International Stadium, Raipur	1010.0
2023-01-24	New Zealand tour of India--1011	male	India	90.0		50	India	New Zealand	New Zealand	field	Holkar Cricket Stadium, Indore	1011.0
2023-03-17	Australia tour of India--1012	male	India		5.0	50	Australia	India	India	field	Wankhede Stadium, Mumbai	1012.0
2023-03-19	Australia tour of India--1013	male	Australia		10.0	50	India	Australia	Australia	field	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam	1013.0
2023-03-22	Australia tour of India--1014	male	Australia	21.0		50	Australia	India	Australia	bat	MA Chidambaram Stadium, Chepauk, Chennai	1014.0
2023-03-01	England tour of Bangladesh--1015	male	England		3.0	50	Bangladesh	England	Bangladesh	bat	Shere Bangla National Stadium, Mirpur	1015.0
2023-03-03	England tour of Bangladesh--1016	male	England	132.0		50	England	Bangladesh	Bangladesh	field	Shere Bangla National Stadium, Mirpur	1016.0
2023-03-06	England tour of Bangladesh--1017	male	Bangladesh	50.0		50	Bangladesh	England	Bangladesh	bat	Zahur Ahmed Chowdhury Stadium, Chattogram	1017.0
2023-03-18	Ireland tour of Bangladesh--1018	male	Bangladesh	183.0		50	Bangladesh	Ireland	Ireland	field	Sylhet International Cricket Stadium	1018.0
2023-03-20	Ireland tour of Bangladesh--1019	male	no result			50	Bangladesh	Ireland	Ireland	field	Sylhet International Cricket Stadium	1019.0
2023-03-23	Ireland tour of Bangladesh--1020	male	Bangladesh		10.0	50	Ireland	Bangladesh	Ireland	bat	Sylhet International Cricket Stadium	1020.0
2023-02-14	ICC Men's Cricket World Cup League 2--1021	male	Nepal		2.0	50	Namibia	Nepal	Nepal	field	Tribhuvan University International Cricket Ground, Kirtipur	1021.0
2023-02-15	ICC Men's Cricket World Cup League 2--1022	male	Scotland		10.0	50	Namibia	Scotland	Scotland	field	Tribhuvan University International Cricket Ground, Kirtipur	1022.0
2023-02-17	ICC Men's Cricket World Cup League 2--1023	male	Nepal		3.0	50	Scotland	Nepal	Nepal	field	Tribhuvan University International Cricket Ground, Kirtipur	1023.0
2023-02-18	ICC Men's Cricket World Cup League 2--1024	male	Nepal		3.0	50	Namibia	Nepal	Nepal	field	Tribhuvan University International Cricket Ground, Kirtipur	1024.0
2023-02-20	ICC Men's Cricket World Cup League 2--1025	male	Scotland	43.0		50	Scotland	Namibia	Namibia	field	Tribhuvan University International Cricket Ground, Kirtipur	1025.0
2023-02-21	ICC Men's Cricket World Cup League 2--1026	male	Nepal		2.0	50	Scotland	Nepal	Nepal	field	Tribhuvan University International Cricket Ground, Kirtipur	1026.0
2023-02-23	ICC Men's Cricket World Cup League 2--1027	male	United Arab Emirates		1.0	50	Namibia	United Arab Emirates	United Arab Emirates	field	Dubai International Cricket Stadium	1027.0
2023-02-25	ICC Men's Cricket World Cup League 2--1028	male	Namibia		7.0	50	United Arab Emirates	Namibia	Namibia	field	Dubai International Cricket Stadium	1028.0
2023-02-28	ICC Men's Cricket World Cup League 2--1029	male	Papua New Guinea	131.0		50	Papua New Guinea	United Arab Emirates	United Arab Emirates	field	Dubai International Cricket Stadium	1029.0
2023-03-02	ICC Men's Cricket World Cup League 2--1030	male	United Arab Emirates	68.0		50	United Arab Emirates	Nepal	Nepal	field	Dubai International Cricket Stadium	1030.0
